Date,Sentence,Prediction,sentimentScore
2014-01-14,"If Charter Communications hopes to get a deal done to buy Time Warner Cable, it will probably have to pay a higher price based on a crucial measure.",neutral,0.15173175930976868
2014-01-14,How Much Time Warner May Be Worth to a Suitor,neutral,0.027961215004324913
2014-01-29,"Comcast, the nation’s largest cable provider and the owner of NBCUniversal, increased its net income 26 percent, to $1.9 billion, compared with a year ago.",positive,0.9271298050880432
2014-01-29,"Comcast Profits Up Sharply, Along With TV Subscribers",positive,0.577344536781311
2014-02-10,"Thomas M. Rutledge’s company may propose a full slate of replacement directors for its target and may have enlisted a powerful ally for a bid — both adept moves, says Jeffrey Goldfarb of Reuters Breakingviews.",neutral,0.06655208021402359
2014-02-10,Charter C.E.O.,neutral,0.049029313027858734
2014-02-10,Is Pressing All the Right Buttons on Time Warner Cable,neutral,0.03472747281193733
2014-02-13,"The deal for Time Warner Cable appears set to generate a return on investment below Comcast’s cost of capital, which is not surprising given the medieval governance the Roberts family uses to oversee its fiefdom, write Rob Cox and Jeffrey Goldfarb of Reuters Breakingviews.",positive,0.7194805145263672
2014-02-13,Caught Beneath the Wheels of the Comcast Juggernaut,negative,-0.33507388830184937
2014-02-14,"Morgan Stanley, which advised Time Warner Cable, jumped ahead of competitors.",positive,0.7633803486824036
2014-02-14,"Comcast’s advisers included James B. Lee Jr., JPMorgan Chase’s top deal maker.",neutral,0.027897510677576065
2014-02-14,Comcast Deal Shakes Up Adviser Rankings,negative,-0.6126575469970703
2014-02-15,Comcast’s deal to acquire Time Warner Cable won’t shake the industry’s game plan: Keep viewers wedded to cable.,neutral,0.23719993233680725
2014-02-15,Comcast vs. the Cord Cutters,neutral,-0.016005925834178925
2014-02-17,"With the Time Warner Cable deal, Comcast would not only lock up 30 percent of the cable market, but pricing leverage in all directions — with customers, networks and over-the-web providers like Netflix.",neutral,0.1626577377319336
2014-02-17,"Stealthily, Comcast Fortifies Its Arsenal",neutral,0.11624250560998917
2014-02-19,The stock of the jewelry retailer Signet rose after it agreed to buy its smaller rival Zale on Wednesday.,positive,0.8921716809272766
2014-02-19,"That’s what happens when the cost savings effectively cover the purchase price, writes Jeffrey Goldfarb of Reuters Breakingviews.",neutral,0.08268313854932785
2014-02-19,Signet and Zale Deal Casts 2 Other Deals in a Poor Light,negative,-0.5437836647033691
2014-02-21,"The company is beginning a carefully orchestrated campaign, seeking support from members of Congress, state officials and leaders of nonprofit and minority-led groups.",neutral,0.2481382191181183
2014-02-21,Comcast’s Web of Lobbying and Philanthropy,neutral,0.025755077600479126
2014-02-23,Comcast and Netflix announced an agreement Sunday in which Netflix will pay Comcast for faster and more reliable access to Comcast’s subscribers.,positive,0.8243695497512817
2014-02-23,Comcast and Netflix Reach Deal on Service,neutral,0.054663531482219696
2014-02-24,Federal Reserve transcripts released on Friday provide the fullest picture yet of the thinking of top government officials on Lehman’s implosion in 2008.,neutral,-0.008786704391241074
2014-02-24,"| Facebook’s deal for WhatsApp, which could be worth up to $19 billion, is all about the address book.",neutral,0.019553231075406075
2014-02-24,| Greater pension fund disclosure may have helped Detroit avoid bankruptcy.,positive,0.8588892221450806
2014-02-24,| Comcast and Netflix strike a deal on service.,positive,0.3805847465991974
2014-02-24,A Clearer Picture on Lehman’s Collapse,neutral,0.14632579684257507
2014-02-25,But a dispute over the placement of the company’s cable channel lineup on Comcast may not be over quite yet.,negative,-0.7652307152748108
2014-02-25,Supreme Court Declines Tennis Channel Appeal,negative,-0.4889014959335327
