Date,Sentence,Prediction,sentimentScore
2007-02-13,Shares of Alcoa rose in premarket trading Tuesday after The Times of London reported that two British-Australian mining giants were considering buying the aluminum producer.,positive,0.8852027654647827
2007-02-13,"The paper said that BHP Billiton and Rio Tinto have begun examining the possibilities of a $40 billion buyout of the Pittsburgh-based company, while Alcoa has separately drawn up a list of chief executive candidates.",neutral,0.04567122831940651
2007-02-13,Report Stokes Speculation About Alcoa Takeover,negative,-0.5265836119651794
2007-02-14,"Speculation that mining giants BHP Billiton and Rio Tinto are both circling U.S. aluminum producer Alcoa has, unsurprisingly, turned industry watchers’ attention to other possible takeover targets in the industry.",negative,-0.6952809691429138
2007-02-14,Takeover Speculation Heats Up Aluminum Sector,neutral,-0.06404518336057663
2007-02-22,"President Robert Mugabe of Zimbabwe, below, said he plans to take control of the nation’s diamond mines in response to allegations of smuggling and a diamond rush in the eastern district of Marange.",negative,-0.723565936088562
2007-02-22,"Zimbabwe has two diamond mines, one known as Murowa, owned by Rio Tinto and RioZim, and the other as River Ranch, which is held by private investors.",neutral,-5.254708230495453e-05
2007-02-22,"“Only government will mine diamonds,” Mr. Mugabe said in a televised interview on Tuesday.",neutral,0.040855929255485535
2007-02-22,"It is unclear whether Mr. Mugabe’s pronouncement will be made law, said David Murangari, chief executive of the Chamber of Mines, a business association that represents most mining companies in the country.",neutral,0.043283142149448395
2007-02-22,"Andrew Cranswick, chief executive of African Consolidated Resources, criticized the measure.",negative,-0.8334750533103943
2007-02-22,"“If the state takeover of diamond mines is passed into law, it will destroy diamond exploration in this country,” he said.",negative,-0.9046109318733215
2007-02-22,Zimbabwe: Takeover of Diamond Mines,neutral,-0.1438581347465515
2007-03-02,"Shares of Alcan, the world’s second-biggest aluminum producer, rose the most in two weeks on speculation Brazil’s Compahnia Vale do Rio Doce may make a takeover bid.",positive,0.7814418077468872
2007-03-02,"Alcan, based in Montreal, climbed C$2.05, or 3.4 percent, to C$62.87 ($53.62) a share after a Brazilian newspaper, reported that C.V.R.D., the world’s largest iron-ore producer, may bid.",positive,0.8874106407165527
2007-03-02,"Alcan and Alcoa, the world’s largest aluminum producer, repeatedly have been the subjects of takeover speculation amid consolidation in the mining industry.",neutral,-0.13392281532287598
2007-03-02,C.V.R.D.,neutral,0.030498381704092026
2007-03-02,Reportedly Eyeing Alcan,neutral,0.020526938140392303
2007-03-28,"Manufacturers are drawn to Juárez, Mexico, which has both low-cost Mexican labor and easy access to the U.S. market.",positive,0.4851231575012207
2007-03-28,2 Cities and 4 Bridges Where Commerce Flows,neutral,0.028397373855113983
2007-04-05,"Google agreed to make it easier to remove offensive content posted on its Orkut social-networking site, heeding requests from prosecutors in Brazil.",positive,0.6667224168777466
2007-04-05,"Google will set up a page on Orkut where prosecutors will send requests to remove content, the Rio de Janeiro state prosecutor’s office said.",negative,-0.49896395206451416
2007-04-05,"In Brazil, where Orkut is the most-used social networking site, prosecutors complained last year that the company was taking too long to comply with their demands to eliminate some material on the site.",negative,-0.9362282156944275
2007-04-05,"Google, based in Mountain View, Calif., said it had added workers to review reports of offensive or illegal content, along with special tools for law enforcement to expedite reviews.",positive,0.4106329083442688
2007-04-05,Brazil: Google Steps Up Oversight,neutral,0.36625975370407104
2007-04-05,"The Lundin Mining Corporation, a Canadian mining company operating in Europe, said it had agreed to acquire Rio Narcea Gold Mines for 993 million Canadian dollars ($858 million) to take advantage of record nickel prices.",positive,0.7625865936279297
2007-04-05,"Lundin offered 5 Canadian dollars for each share of Rio Narcea, 3.7 percent higher than its closing price on Tuesday, and 1.03 Canadian dollars per warrant, Colin Benner, the vice chairman of Lundin, said in a conference call.",positive,0.44786691665649414
2007-04-05,"The company plans to increase Rio Narcea’s nickel and copper operation in southern Spain and might sell its gold mine in Mauritania, it said.",positive,0.8633942604064941
2007-04-05,"Rio Narcea is based in Toronto, and Lundin is based in Vancouver, British Columbia.",neutral,0.001756478101015091
2007-04-05,Canada: Acquisition by Mining Company,neutral,-0.03822042793035507
2007-04-05,"Lundin Mining, a Canadian mining company operating in Europe, said it had agreed to acquire Rio Narcea Gold Mines for 993 million Canadian dollars ($858 million) to take advantage of record nickel prices.",positive,0.7569596767425537
2007-04-05,"Lundin offered 5 Canadian dollars for each share of Rio Narcea, 3.7 percent higher than its closing price on Tuesday, and 1.03 Canadian dollars per warrant, Colin Benner, the vice chairman of Lundin, said in a conference call.",positive,0.44786691665649414
2007-04-05,"The company plans to increase Rio Narcea’s nickel and copper operation in southern Spain and might sell its gold mine in Mauritania, it said.",positive,0.8633942604064941
2007-04-05,"Rio Narcea is based in Toronto, and Lundin is based in Vancouver, British Columbia.",neutral,0.001756478101015091
2007-04-05,Lundin Mining Acquires Rio Narcea Gold Mines,neutral,0.08285936713218689
2007-05-01,Octavio Frias de Oliveira built one of Brazil’s biggest and most influential media empires.,neutral,0.4628441035747528
2007-05-01,"Octavio Frias, 94, Brazilian Media Executive, Dies",neutral,-0.1960810124874115
2007-05-09,"Days after an analyst’s report suggested that BHP Billiton, the Australian mining company, could become a target for private equity buyers, speculation surfaced that the company is considering a bid for a rival, the Rio Tinto Group.",neutral,0.12679870426654816
2007-05-09,Rumors of BHP Bid for Rio Tinto Send Shares Soaring,negative,-0.5151024460792542
2007-05-15,"Wine is now being made in nontraditional areas like Brazil’s desert, challenging centuries-old grape myths.",neutral,0.282240629196167
2007-05-15,Napa Valley?,neutral,-0.04140736162662506
2007-05-15,Bordeaux?,neutral,-0.05031723529100418
2007-05-15,"No, but Still Wine Country",neutral,0.043848831206560135
2007-05-18,"The Rio Tinto Group, a mining company that is a major producer of coal, will join BP to develop power generation plants that will pump their carbon dioxide emissions underground to help curb global warming.",positive,0.645457923412323
2007-05-18,"The companies said Thursday that Rio would pay BP $32 million for a 50 percent stake in a new company, to be called Hydrogen Energy.",neutral,0.13358841836452484
2007-05-18,BP will fold its carbon capture and storage operations into the new entity.,neutral,0.048904817551374435
2007-05-18,BP and Rio Tinto Team Up for Venture,neutral,0.4024873673915863
2007-06-21,"Alcan, seeking to fend off a $27.7 billion hostile bid from Alcoa, has given BHP Billiton and Rio Tinto Group access to its financial data, according to The Sydney Morning Herald.",positive,0.650833785533905
2007-06-21,"Alcan Opens Books to BHP and Rio Tinto, Report Says",positive,0.6393594145774841
2007-07-06,"Rio Tinto, the world’s second-largest mining group, has hired Credit Suisse and Deutsche Bank to advise it on a range of options, including a possible bid for the Canadian aluminum company Alcan, The Telegraph reported, citing unnamed sources.",neutral,0.07405179738998413
2007-07-06,Alcan is currently fending off a hostile bid from Alcoa of the United States.,negative,-0.1979151964187622
2007-07-06,Rio Tinto Said to Explore Bid for Alcan,neutral,0.0947534367442131
2007-07-11,Alcoasaid Tuesday that it had signed for a $30 billion credit facility that would help it pay for Alcan shares.,positive,0.8670449256896973
2007-07-11,"However, it may be too late: The Canadian Press reported late Tuesday that Alcan has begun negotiating with Rio Tinto over a possible merger.",positive,0.5641275644302368
2007-07-11,Alcoa Lines Up Financing for Alcan Bid — but Is It Too Late?,neutral,-0.3872169554233551
2007-07-12," The mining giant Rio Tinto has offered to buy the Canadian aluminum company Alcan for $38.1 billion, the companies said Thursday, in a friendly takeover that counters a hostile bid by United States-based Alcoa.",positive,0.801519513130188
2007-07-12,Rio Tinto Rides in With $38 Billion Alcan Bid,positive,0.47256869077682495
2007-07-13,"The $101-a-share Rio Tinto bid represents a 32.8 percent premium to Alcoa’s hostile offer of $76.03 a share, potentially making it difficult for Alcoa to increase its bid.",negative,-0.02379027009010315
2007-07-13,Alcan Gets $38 Billion Takeover Bid,neutral,0.24868477880954742
2007-07-13,"The $101-a-share Rio Tinto bid represents a 32.8 percent premium to Alcoa’s hostile offer of $76.03 a share, potentially making it difficult for Alcoa to increase its bid.",negative,-0.02379027009010315
2007-07-13,Alcan Endorses $38.1 Billion Bid From Rio Tinto,positive,0.5807518362998962
2007-07-13,"With Thursday’s news that Rio Tinto had emerged victorious in the bid to acquire Alcan, that company’s losing suitor now has some tough choices to make.",negative,-0.7359520196914673
2007-07-13,"TheDeal.com pointed out Thursday evening that Alcoa, though valiantly having tried to ensure its survival via a merger with Alcan, could now be ripe for a takeover.",neutral,0.37444061040878296
2007-07-13,Will Alcoa Go from Hunter to Hunted?,neutral,0.04937542974948883
2007-07-13,"A fight is brewing over the role played by Bank of America in Rio Tinto‘s $38.1 billion offer for Alcan, The Daily Telegraph reported Friday.",negative,-0.8884337544441223
2007-07-13,BofA is believed to have been part of the original funding consortium but withdrew last weekend leaving Rio’s advisers at Deutsche Bank to arrange last-minute financing.,neutral,-0.28601330518722534
2007-07-13,Banks Fume Over BofA’s Role in Alcan Deal,negative,-0.6261010766029358
2007-07-14,"Conrad Black was found guilty while stocks soared, Alcan agreed to a buyout, and Whole Foods’ C.E.O.",neutral,0.06681428849697113
2007-07-14,was revealed to have posted online under a pseudonym.,neutral,-0.31149527430534363
2007-07-14,"A Verdict, a Deal and an Online Masquerade Exposed",neutral,-0.0012097060680389404
2007-07-24,I’m a 46-year-old software engineer and manager who has traveled to five continents for both business and pleasure.,neutral,0.053069327026605606
2007-07-24,My hobby is nature and wildlife photography.,neutral,0.0017140209674835205
2007-07-24,So I have taken trips to exotic places like Tanzania for a safari and Cambodia to visit the Prek Toal nature reserve on the Tonle Sapp.,neutral,-0.0049111805856227875
2007-07-24,The Goal: To Survive World Cup Mania,neutral,0.13857446610927582
2007-07-25,Rio Tinto’s  recent offer of $38.1 billion for Alcan may be a sign that aluminum is no longer an estranged cousin in the mining industry.,negative,-0.40888792276382446
2007-07-25,Aluminum: Quarry for Mining Companies,neutral,-0.02639433741569519
2007-07-25,"The recent offer of $38.1 billion for the aluminum giant Alcan by Rio Tinto, a British-Australian diversified mining company known for commodities like iron ore, may not be the end of the aluminum deal making.",neutral,-0.22797998785972595
2007-07-25,"Alcoa, which was outbid by Rio Tinto and withdrew its hostile offer for Alcan, may itself become a target, The New York Times reports.",negative,-0.6717221736907959
2007-07-25,Will Alcoa Be Mining Companies’ Next Quarry?,neutral,0.0017755292356014252
2007-08-01,"Robert M. Godsell, the chief executive of AngloGold Ashanti, plans to retire after running the company since its creation in 1998 and helping it become the world’s third-biggest gold producer with operations in 10 countries.",neutral,0.06769046932458878
2007-08-01,"Mr. Godsell, left, who will step down on September 30, will be succeeded by Mark Cutifani, the chief operating officer of Companhia Vale do Rio Doce’s nickel unit, AngloGold said.",neutral,0.011184995993971825
2007-08-01,"Mr. Godsell, 54, was the chief executive of Anglo American’s gold and uranium division from 1995 before taking over as head of AngloGold, a company formed by a merger of Anglo American’s separately traded gold companies and the gold assets of Minorco.",neutral,0.024688906967639923
2007-08-01,Other acquisitions included Ashanti Goldfields of Ghana.,neutral,0.04415661096572876
2007-08-01,South Africa: Anglogold’s Chief to Retire,neutral,-0.05829842388629913
2007-08-22,"Despite the difficulties companies have had recently in raising debt for buyouts, at least one acquiror has found little trouble in doing so.",neutral,0.08455447852611542
2007-08-22,"Britain’s Rio Tinto has raised $40 billion to fund its takeover of Alcan, the Canadian aluminum producer, The Financial Times reported Wednesday.",positive,0.8058414459228516
2007-08-22,Rio Tinto Eludes Debt Difficulties with Alcan Fundraising,neutral,0.20150484144687653
2007-08-27,"Rio Tinto plans to extend its $38.1 billion takeover offer for Canadian aluminum giant Alcan, giving it more time to obtain regulatory approvals.",positive,0.8877641558647156
2007-08-27,Rio Tinto Extends Alcan Bid,neutral,0.1257387101650238
2007-09-06,"Shares of the mining giant Rio Tinto were up sharply Thursday on market speculation that it might be taken over by two rivals, BHP Billiton and Companhia Vale do Rio Doce.",positive,0.7539033889770508
2007-09-06,Rio Tinto Shares Rise on Rumors of a Two-Pronged Bid,positive,0.35202348232269287
2007-09-28,"The global miner Rio Tinto will not rule out raising capital to maintain its A credit rating as it prepares to spend $38.1 billion to take over the Canadian aluminum producer Alcan, its chief executive, Tom Albanese, said on Friday.",positive,0.6037979125976562
2007-09-28,"With Alcan Takeover Near, Rio Tinto Considers Asset Sales",neutral,0.03971461206674576
2007-11-08,BHP Billiton said Thursday that it had approached Rio Tinto about a potential takeover that would create a global mining giant worth about $360 billion.,positive,0.6572237610816956
2007-11-08,"Rio rejected its offer, but BHP added that it would continue to press for a deal, which would rank among the largest mergers in history.",positive,0.49350976943969727
2007-11-08,Rio Tinto Rejects $140 Billion Takeover Bid,neutral,0.12680110335350037
2007-11-08,"It’s hardly a done deal, but if BHP Billiton succeeds in acquiring its rival mining giant Rio Tinto, it would be a tie-up for the record books.",neutral,0.3340228199958801
2007-11-08,"Deal price tags have not been this high since 2000, a banner year for megamergers that brought us the union of America Online and Time Warner.",neutral,0.18213045597076416
2007-11-08,Mining for a Blockbuster Merger,neutral,0.025567643344402313
2007-11-08,Rumors of a BHP Billiton–Rio Tinto mining megamerger were percolating for months before BHP said Thursday it had made a formal approach.,negative,-0.43863487243652344
